Fam81a	family with sequence similarity 81, member A
 member A	NA
Gm14010	predicted gene 14010
Vmn1r31	vomeronasal 1 receptor 31
Gm14578	predicted gene 14578
Olfr729	NA
Gm8216	COMM domain containing 2 pseudogene
Brd3	bromodomain containing 3
Rab5a	RAB5A, member RAS oncogene family
 member RAS oncogene family	NA
Arfgap2	ADP-ribosylation factor GTPase activating protein 2
Gm22746	predicted gene, 22746
 22746	NA
Gm24655	predicted gene, 24655
 24655	NA
Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1
 containing PHD and RING finger domains	NA
Olfml1	olfactomedin-like 1
Camk2g	calcium/calmodulin-dependent protein kinase II gamma
Pdcd1lg2	programmed cell death 1 ligand 2
Ptar1	protein prenyltransferase alpha subunit repeat containing 1
Kcnj5	potassium inwardly-rectifying channel, subfamily J, member 5
 subfamily J	NA
Samt4	spermatogenesis associated multipass transmembrane protein 4
Gm24168	predicted gene, 24168
 24168	NA
Gm22114	predicted gene, 22114
 22114	NA
C030005K06Rik	RIKEN cDNA C030005K06 gene
Gm25489	predicted gene, 25489
 25489	NA
Gm22148	predicted gene, 22148
 22148	NA
Gm22262	NA
Gm9200	zinc finger protein 277 pseudogene
Gm17501	predicted gene, 17501
 17501	NA
Dock8	dedicator of cytokinesis 8
1700095J03Rik	RIKEN cDNA 1700095J03 gene
Optn	optineurin
Gm24695	predicted gene, 24695
 24695	NA
mmu-mir-6417	NA
Gm24629	NA
Fgf13	fibroblast growth factor 13
Olfr723	NA
Ccdc94	NA
Gm22128	predicted gene, 22128
 22128	NA
Crisp4	cysteine-rich secretory protein 4
Slc29a2	solute carrier family 29 (nucleoside transporters), member 2
 member 2	NA
Gm15462	predicted gene 15462
Snrnp70	small nuclear ribonucleoprotein 70 (U1)
Vopp1	vesicular, overexpressed in cancer, prosurvival protein 1
 overexpressed in cancer	NA
RP24-530J21.3	NA
Gm11959	predicted gene 11959
Alms1-ps2	ALMS1, centrosome and basal body associated, pseudogene 2
 centrosome and basal body associated	NA
Gm15180	60S ribosomal protein L12 pseudogene
Qrsl1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
Tmem14c	transmembrane protein 14C
Foxj1	forkhead box J1
Gm14614	60S ribosomal protein L27 pseudogene
Gm7536	ribosomal protein L27A pseudogene
Smchd1	SMC hinge domain containing 1
Mir223	microRNA 223
Fam111a	family with sequence similarity 111, member A
 member A	NA
mmu-mir-6928	NA
Gm11808	NA
Gm22967	NA
Clta	clathrin light chain A
Vmn1r236	vomeronasal 1 receptor 236
Nelfa	negative elongation factor complex member A, Whsc2
 Whsc2	NA
Gm25570	NA
Gm24315	NA
Adra2b	adrenergic receptor, alpha 2b
 alpha 2b	NA
Tgif2	TGFB-induced factor homeobox 2
Gm12711	predicted gene 12711
Mirlet7b	microRNA let7b
Gm23688	predicted gene, 23688
 23688	NA
Crtac1	cartilage acidic protein 1
Kat8	K(lysine) acetyltransferase 8
Ear10	eosinophil-associated, ribonuclease A family, member 10
 ribonuclease A family	NA
Gprc5c	G protein-coupled receptor, family C, group 5, member C
 family C	NA
 member C	NA
Zfp941	zinc finger protein 941
D930028M14Rik	RIKEN cDNA D930028M14 gene
Krt15	keratin 15
Ngrn	neugrin, neurite outgrowth associated
 neurite outgrowth associated	NA
Ddx24	DEAD box helicase 24
Gm24355	predicted gene, 24355
 24355	NA
Ces1h	carboxylesterase 1H
Klk10	kallikrein related-peptidase 10
C2cd4d	C2 calcium-dependent domain containing 4D
Epx	eosinophil peroxidase
Rcn3	reticulocalbin 3, EF-hand calcium binding domain
 EF-hand calcium binding domain	NA
uc_338	NA
Gm22361	predicted gene, 22361
 22361	NA
Pbx1	pre B cell leukemia homeobox 1
Iqcj	IQ motif containing J
Gm25407	predicted gene, 25407
 25407	NA
Ppp1r11	protein phosphatase 1, regulatory inhibitor subunit 11
 regulatory inhibitor subunit 11	NA
Mir3085	microRNA 3085
AW822073	NA
1700009J07Rik	RIKEN cDNA 1700009J07 gene
Krt35	keratin 35
Bcl2	B cell leukemia/lymphoma 2
Gm12774	39S ribosomal protein L27, mitochondrial pseudogene
 mitochondrial pseudogene	NA
Isl1	ISL1 transcription factor, LIM/homeodomain
 LIM/homeodomain	NA
Gm12432	NA
AC132591.1	NA
Creb3	cAMP responsive element binding protein 3
Trav17	T cell receptor alpha variable 17
Limd2	LIM domain containing 2
Tomm70a	translocase of outer mitochondrial membrane 70A
Gm26280	NA
Adar	adenosine deaminase, RNA-specific
 RNA-specific	NA
Il33	interleukin 33
Vmn1r72	vomeronasal 1 receptor 72
Olfr1447	NA
Rbm31y	RNA binding motif 31, Y-linked
 Y-linked	NA
Gm10709	ribosomal protein L29 pseudogene
Gm17212	ribosomal protein L17 pseudogene
Olfr936	NA
Mptx2	mucosal pentraxin 2
Ido2	indoleamine 2,3-dioxygenase 2
3-dioxygenase 2	NA
Gm11378	predicted gene 11378
Gm16441	predicted pseudogene 16441
Gm7973	NA
Polr3f	polymerase (RNA) III (DNA directed) polypeptide F
Ip6k2	inositol hexaphosphate kinase 2
1700084M14Rik	Gm5941 pseudogene
Gm12251	NADH dehydrogenase (ubiquinone) Fe-S protein 3 pseudogene
Gm24328	NA
Gm21755	predicted gene, 21755
 21755	NA
Gnb5	guanine nucleotide binding protein (G protein), beta 5
 beta 5	NA
Caml	calcium modulating ligand
Gm5942	predicted gene 5942
Gcnt2	glucosaminyl (N-acetyl) transferase 2 (I blood group)
2310050C09Rik	NA
Gm15102	ovary testis transcribed pseudogene
Gm14957	predicted gene 14957
Prl3c1	prolactin family 3, subfamily c, member 1
 subfamily c	NA
Gm14653	Fas-activated serine/threonine kinase pseudogene
Ndufa11	NADH:ubiquinone oxidoreductase subunit A11
Postn	periostin, osteoblast specific factor
 osteoblast specific factor	NA
Krtap8-1	keratin associated protein 8-1
Adad1	adenosine deaminase domain containing 1
RP23-51O3.3	NA
Gm23765	NA
5730437C11Rik	RIKEN cDNA 5730437C11 gene
SOX2OT_exon4	NA
Magea5	MAGE family member A5
Gm22585	NA
Zfp324	zinc finger protein 324
Rabl3	RAB, member RAS oncogene family-like 3
 member RAS oncogene family-like 3	NA
Gm24650	NA
Mir326	microRNA 326
Gm23253	NA
Snora2b	small nucleolar RNA, H/ACA box 2B
 H/ACA box 2B	NA
Gm5973	peptidyl-prolyl cis-trans isomerase A pseudogene 1_352.1
Glrx5	glutaredoxin 5
Gm26307	predicted gene, 26307
 26307	NA
Gm14688	predicted gene 14688
Gm12727	microtubule-associated protein 1 light chain 3 copy 4
Gm25939	predicted gene, 25939
 25939	NA
Vmn2r-ps76	vomeronasal 2, receptor, pseudogene 76
 receptor	NA
Kcnmb4	potassium large conductance calcium-activated channel, subfamily M, beta member 4
 subfamily M	NA
Iapp	islet amyloid polypeptide
Sgsh	N-sulfoglucosamine sulfohydrolase (sulfamidase)
4930529F24Rik	NA
Mir19b-2	microRNA 19b-2
Gm14690	NA
Foxi3	forkhead box I3
Mir216a	microRNA 216a
Olfr777	NA
Gm24340	predicted gene, 24340
 24340	NA
Gm6956	X-linked lymphocyte-regulated protein PM1-like
Gm25883	NA
Gm13644	NA
Nptn	neuroplastin
V1rd19	vomeronasal 1 receptor, D19
 D19	NA
Mup-ps14	major urinary protein, pseudogene 14
 pseudogene 14	NA
Ankrd66	ankyrin repeat domain 66
Ebpl	emopamil binding protein-like
Gm26925	predicted gene, 26925
 26925	NA
BC053749	NA
Gm27043	NA
Trp53rk	NA
Fcrl1	Fc receptor-like 1
Gm24193	NA
Olfr247	NA
Tmem28	NA
Rnf144a	ring finger protein 144A
Nkx3-2	NK3 homeobox 2
Gm25384	predicted gene, 25384
 25384	NA
1110059M19Rik	NA
Gm25048	NA
Gm15061	ring finger protein 13 pseudogene
Slc35f6	solute carrier family 35, member F6
 member F6	NA
Depdc1b	DEP domain containing 1B
Gm16204	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 pseudogene
Rbm8a	RNA binding motif protein 8a
Bves	blood vessel epicardial substance
Gm13772	predicted gene 13772
Tekt4	tektin 4
Gm25502	predicted gene, 25502
 25502	NA
Gm23589	NA
Gm13496	predicted gene 13496
Wbscr22	NA
mmu-mir-6359	NA
Gm14138	40S ribosomal protein S6 (Phosphoprotein NP33)
Wdfy4	WD repeat and FYVE domain containing 4
Gm13816	predicted gene 13816
Olfr1289	NA
Spa17	sperm autoantigenic protein 17
Ubqln2	ubiquilin 2
Slc17a9	solute carrier family 17, member 9
 member 9	NA
0610011F06Rik	NA
Fmo4	flavin containing monooxygenase 4
BX465866.1	NA
ACEA_U3	NA
Zfp319	zinc finger protein 319
Spocd1	SPOC domain containing 1
Gm26664	predicted gene, 26664
 26664	NA
Gm26456	NA
Dpy19l1	dpy-19 like C-mannosyltransferase 1
Tas1r2	taste receptor, type 1, member 2
 type 1	NA
Vmn2r-ps86	vomeronasal 2, receptor, pseudogene 86
 receptor	NA
Scaf1	SR-related CTD-associated factor 1
Nr6a1	nuclear receptor subfamily 6, group A, member 1
 group A	NA
Gm21412	predicted gene, 21412
 21412	NA
Gm11642	NA
Lrrtm2	leucine rich repeat transmembrane neuronal 2
Mir3070b	microRNA 3070b
Tcf7l1	transcription factor 7 like 1 (T cell specific, HMG box)
 HMG box)	NA
Gm15744	predicted gene 15744
Slc29a1	solute carrier family 29 (nucleoside transporters), member 1
 member 1	NA
Gm16568	NA
Nt5c1a	5'-nucleotidase, cytosolic IA
 cytosolic IA	NA
Bpifb6	BPI fold containing family B, member 6
 member 6	NA
Tmprss11bnl	NA
Gm20524	NA
Lrrc9	leucine rich repeat containing 9
Lphn2	NA
Ndfip1	Nedd4 family interacting protein 1
Map4k4	mitogen-activated protein kinase kinase kinase kinase 4
Hlf	hepatic leukemia factor
Setd2	SET domain containing 2
Gm12156	adenosine kinase pseudogene
Astn1	astrotactin 1
Gm609	NA
Gm15529	HORMA domain containing 1 pseudogene
2610206C17Rik	RIKEN cDNA 2610206C17 gene
Gm15162	NA
Gm13997	predicted gene 13997
Slc28a2	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2
 member 2	NA
Pole2	polymerase (DNA directed), epsilon 2 (p59 subunit)
 epsilon 2 (p59 subunit)	NA
Stk10	serine/threonine kinase 10
4930412F09Rik	RIKEN cDNA 4930412F09 gene
Gm16043	NA
Gm26285	predicted gene, 26285
 26285	NA
Olfr1286	NA
Gm3259	NA
Gm12181	HN1-like pseudogene 2
Usp18	ubiquitin specific peptidase 18
Gm14370	predicted gene 14370
Gm23416	NA
Kcnj9	potassium inwardly-rectifying channel, subfamily J, member 9
 subfamily J	NA
Gm15794	predicted gene 15794
Gm3238	NA
Wnt8b	wingless-type MMTV integration site family, member 8B
 member 8B	NA
Igkv8-24	immunoglobulin kappa chain variable 8-24
Vsx1	visual system homeobox 1
Igkv4-72	immunoglobulin kappa chain variable 4-72
Gm15525	NA
Tns3	tensin 3
Gm9522	glyceraldehyde-3-phosphate dehydrogenase pseudogene
Gm24692	NA
Pls3	plastin 3 (T-isoform)
Zfp52	zinc finger protein 52
Gm25651	predicted gene, 25651
 25651	NA
Tbcb	tubulin folding cofactor B
mmu-mir-7000	NA
Zfp652	zinc finger protein 652
Gm8475	RAB7, member RAS oncogene family pseudogene
 member RAS oncogene family pseudogene	NA
Tas2r144	taste receptor, type 2, member 144
 type 2	NA
4930480E11Rik	RIKEN cDNA 4930480E11 gene
Asphd1	aspartate beta-hydroxylase domain containing 1
Dag1	dystroglycan 1
Gm14008	non-histone chromosomal protein HMG-17 pseudogene
Gm12383	predicted gene 12383
Cav2	caveolin 2
Olfr1167	NA
St7l	suppression of tumorigenicity 7-like
Allc	allantoicase
Coq3	coenzyme Q3 methyltransferase
Steap3	STEAP family member 3
Rom1	rod outer segment membrane protein 1
Ormdl3	ORM1-like 3 (S. cerevisiae)
Hddc2	HD domain containing 2
Gm5638	S-adenosylhomocysteine hydrolase pseudogene
Pigz	phosphatidylinositol glycan anchor biosynthesis, class Z
 class Z	NA
Olfr984	NA
Srpk2	serine/arginine-rich protein specific kinase 2
Rimbp3	RIMS binding protein 3
Olfr1144-ps1	NA
Gm17080	NA
Gm14539	upregulated during skeletal muscle growth 5 pseudogene
Il1f9	NA
Gm21045	predicted gene, 21045
 21045	NA
1700112J16Rik	RIKEN cDNA 1700112J16 gene
Fam3a	FAM3 metabolism regulating signaling molecule A
Gm6206	ring finger and WD repeat domain 2 (Rfwd2) pseudogene
Gm26853	predicted gene, 26853
 26853	NA
Padi1	peptidyl arginine deiminase, type I
 type I	NA
Gm2784	NA
Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)
 member 11b (osteoprotegerin)	NA
Map4	microtubule-associated protein 4
Olfr1275	NA
Gm21654	predicted gene, 21654
 21654	NA
Gm22203	predicted gene, 22203
 22203	NA
Tmem120b	transmembrane protein 120B
Gm22739	predicted gene, 22739
 22739	NA
Ccl27a	C-C motif chemokine ligand 27A
Gm6505	predicted pseudogene 6505
Gm22813	predicted gene, 22813
 22813	NA
Gm4353	nucleoporin 35 pseudogene
Ceacam11	CEA cell adhesion molecule 11
Gm14998	NA
Krt76	keratin 76
Gm3176	predicted gene 3176
Gm14309	NA
Gm22975	predicted gene, 22975
 22975	NA
Msantd3	Myb/SANT-like DNA-binding domain containing 3
Tcte3	NA
SMAD5-AS1_1	NA
Gm17140	NA
Gm15835	NA
AB041803	NA
Olfr56	NA
Dnajc12	DnaJ heat shock protein family (Hsp40) member C12
Cyp2d10	cytochrome P450, family 2, subfamily d, polypeptide 10
 family 2	NA
 polypeptide 10	NA
Tinag	tubulointerstitial nephritis antigen
AB041806	hypothetical protein, MNCb-2457
 MNCb-2457	NA
Zfyve26	zinc finger, FYVE domain containing 26
 FYVE domain containing 26	NA
Pkd2l2	polycystic kidney disease 2-like 2
Gm25228	NA
Olfr138	NA
Commd1	COMM domain containing 1
Prr7	proline rich 7 (synaptic)
Gm26673	NA
Traj29	T cell receptor alpha joining 29
Stmn4	stathmin-like 4
Gm26184	predicted gene, 26184
 26184	NA
Slc22a8	solute carrier family 22 (organic anion transporter), member 8
 member 8	NA
Khdc1b	KH domain containing 1B
Gm22164	NA
Gm650	predicted pseudogene 650
Lrrc36	leucine rich repeat containing 36
B3galt4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4
3-galactosyltransferase	NA
Pip5kl1	phosphatidylinositol-4-phosphate 5-kinase-like 1
Gm16587	NA
Gm22695	NA
Haus6	HAUS augmin-like complex, subunit 6
 subunit 6	NA
Gm16342	predicted gene 16342
1700029F12Rik	RIKEN cDNA 1700029F12 gene
Gm15115	predicted gene 15115
Sftpb	surfactant associated protein B
Vmn2r-ps38	vomeronasal 2, receptor, pseudogene 38
 receptor	NA
Popdc3	popeye domain containing 3
Gm25596	predicted gene, 25596
 25596	NA
Rbbp7	retinoblastoma binding protein 7, chromatin remodeling factor
 chromatin remodeling factor	NA
Gm25162	predicted gene, 25162
 25162	NA
n-R5s73	NA
2700097O09Rik	RIKEN cDNA 2700097O09 gene
Gm26446	predicted gene, 26446
 26446	NA
Gm12754	ribosomal protein S27A pseudogene
Paxip1	PAX interacting (with transcription-activation domain) protein 1
Gm4951	NA
Uqcrh	ubiquinol-cytochrome c reductase hinge protein
Ttll10	tubulin tyrosine ligase-like family, member 10
 member 10	NA
Il17c	interleukin 17C
Gm15066	eukaryotic translation elongation factor pseudogene
Agbl1	ATP/GTP binding protein-like 1
Gm6189	GLE1 RNA export mediator pseudogene
Trp53i11	transformation related protein 53 inducible protein 11
Mmp7	matrix metallopeptidase 7
Micalcl	NA
Cldn12	claudin 12
Gm11632	NA
Gm13557	NA
Mroh9	maestro heat-like repeat family member 9
Nctc1	non-coding transcript 1
Gm11957	transformer 2 beta homolog pseudogene
C2cd2	C2 calcium-dependent domain containing 2
Vapa	vesicle-associated membrane protein, associated protein A
 associated protein A	NA
Gm23331	predicted gene, 23331
 23331	NA
mmu-mir-6972	NA
4931414P19Rik	RIKEN cDNA 4931414P19 gene
Gm4027	NA
C530025M09Rik	RIKEN cDNA C530025M09 gene
Ldlr	low density lipoprotein receptor
Rheb	Ras homolog enriched in brain
Gm24541	NA
Scaper	S phase cyclin A-associated protein in the ER
Gm22255	predicted gene, 22255
 22255	NA
Gm14022	predicted gene 14022
Serpina5	serine (or cysteine) peptidase inhibitor, clade A, member 5
 clade A	NA
Sardh	sarcosine dehydrogenase
Gm10710	predicted gene 10710
Olfr31	NA
Vmn1r30	vomeronasal 1 receptor 30
Fez1	fasciculation and elongation protein zeta 1
Olfr705	NA
Extl1	exostosin-like glycosyltransferase 1
Gm15288	NA
Dnajc3	DnaJ heat shock protein family (Hsp40) member C3
Tfdp2	transcription factor Dp 2
Ubap2l	ubiquitin-associated protein 2-like
Gm9898	predicted gene 9898
Gm16098	NA
Gm25168	predicted gene, 25168
 25168	NA
Prl8a6	prolactin family 8, subfamily a, member 6
 subfamily a	NA
Olfr1213	NA
Atg9b	autophagy related 9B
Rps19	ribosomal protein S19
Nmnat2	nicotinamide nucleotide adenylyltransferase 2
Gm25079	predicted gene, 25079
 25079	NA
Pdia2	protein disulfide isomerase associated 2
Wee1	WEE 1 homolog 1 (S. pombe)
Gm13015	polymerase (RNA) II (DNA directed) polypeptide L pseudogene
Gm24767	NA
Ube2m	ubiquitin-conjugating enzyme E2M
Gm23364	NA
Gm26070	predicted gene, 26070
 26070	NA
Gm16352	NA
Gm24119	predicted gene, 24119
 24119	NA
Gm23506	predicted gene, 23506
 23506	NA
Gm18522	crumbs homolog 1 pseudogene
Rps6ka1	ribosomal protein S6 kinase polypeptide 1
Mptx1	mucosal pentraxin 1
Tex38	testis expressed 38
Gm20387	predicted gene 20387
Gm22208	predicted gene, 22208
 22208	NA
Nrf1	nuclear respiratory factor 1
Gm13357	NA
Olfr105-ps	NA
H2-DMb1	histocompatibility 2, class II, locus Mb1
 class II	NA
Gm21859	predicted gene, 21859
 21859	NA
Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein
 cytoplasmic RNA interacting protein	NA
Aff4	AF4/FMR2 family, member 4
 member 4	NA
Gm14664	predicted gene 14664
Gm22595	predicted gene, 22595
 22595	NA
Lrch3	leucine-rich repeats and calponin homology (CH) domain containing 3
Cngb3	cyclic nucleotide gated channel beta 3
Gm10631	predicted gene 10631
Vmn2r106	vomeronasal 2, receptor 106
 receptor 106	NA
Gm24512	predicted gene, 24512
 24512	NA
mmu-mir-7235	NA
1700025C18Rik	RIKEN cDNA 1700025C18 gene
Gm12143	NA
Sp3	trans-acting transcription factor 3
Gm11982	NA
Rgs9bp	regulator of G-protein signalling 9 binding protein
Rpl23a	ribosomal protein L23A
N28178	NA
BC064078	cDNA sequence BC064078
Gm11830	predicted gene 11830
Tpd52l2	tumor protein D52-like 2
Med22	mediator complex subunit 22
Slc4a8	solute carrier family 4 (anion exchanger), member 8
 member 8	NA
Gm16429	NA
Tdgf1-ps2	teratocarcinoma-derived growth factor, pseudogene 2
 pseudogene 2	NA
Gm20545	NA
Hsd17b2	hydroxysteroid (17-beta) dehydrogenase 2
Rps19-ps6	ribosomal protein S19, pseudogene 6
 pseudogene 6	NA
Gm25938	predicted gene, 25938
 25938	NA
Sumo2	small ubiquitin-like modifier 2
Hist1h2bg	NA
RP23-51O3.8	NA
Btaf1	B-TFIID TATA-box binding protein associated factor 1
Otud5	OTU domain containing 5
Serpina3j	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3J
 clade A (alpha-1 antiproteinase	NA
 member 3J	NA
Defa-ps1	defensin, alpha, pseudogene 1
 alpha	NA
Pvr	poliovirus receptor
B430203G13Rik	RIKEN cDNA B430203G13 gene
mt-Atp6	NA
Tars	NA
Ccdc14	coiled-coil domain containing 14
Nup160	nucleoporin 160
Gm8757	histone H3.3-like
Gm23692	predicted gene, 23692
 23692	NA
Gtpbp1	GTP binding protein 1
Tfap4	transcription factor AP4
Zfp446	zinc finger protein 446
Hrh4	histamine receptor H4
Dock9	dedicator of cytokinesis 9
mmu-mir-6908	NA
9530068E07Rik	RIKEN cDNA 9530068E07 gene
Gm15410	NA
Ogfr	opioid growth factor receptor
Llgl1	LLGL1 scribble cell polarity complex component
Gm14510	zinc finger protein 161 pseudogene
Nmt1	N-myristoyltransferase 1
Gm23357	NA
Gm26686	NA
Pcm1	pericentriolar material 1
Mtx2	metaxin 2
Dmrtc1c1	DMRT-like family C1c1
Oxsr1	oxidative-stress responsive 1
Gm11739	NA
Gprasp2	G protein-coupled receptor associated sorting protein 2
Gm3555	serine/threonine kinase 38 like pseudogene
Gm13125	NA
RP24-364K9.3	NA
Igkv1-117	immunoglobulin kappa variable 1-117
Gm24143	predicted gene, 24143
 24143	NA
Rprd1b	regulation of nuclear pre-mRNA domain containing 1B
Cyp2d11	cytochrome P450, family 2, subfamily d, polypeptide 11
 family 2	NA
 polypeptide 11	NA
Gm6425	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 pseudogene
 adenine nucleotide translocator)	NA
Gm17361	NA
Lin28b	lin-28 homolog B
Gm15917	NA
Gm22233	predicted gene, 22233
 22233	NA
Gm25455	NA
Gm13132	60S ribosomal protein L24 pseudogene
Rangrf	RAN guanine nucleotide release factor
Gm9881	predicted gene 9881
Ntpcr	nucleoside-triphosphatase, cancer-related
 cancer-related	NA
Clip3	CAP-GLY domain containing linker protein 3
n-R5s30	NA
Gm15457	NA
Gm11621	high mobility group box 2 pseudogene
Gm24943	NA
A830018L16Rik	RIKEN cDNA A830018L16 gene
Gm12136	eukaryotic translation initiation factor 4A1 pseudogene
Gm5494	NA
1110008J03Rik	NA
Cped1	cadherin-like and PC-esterase domain containing 1
Unc5b	unc-5 netrin receptor B
Cdk7	cyclin dependent kinase 7
6330444E15Rik	RIKEN cDNA 6330444E15 gene
Sgpl1	sphingosine phosphate lyase 1
Tubg1	tubulin, gamma 1
 gamma 1	NA
5830418P13Rik	RIKEN cDNA 5830418P13 gene
Gm24092	NA
Kmt2c	lysine (K)-specific methyltransferase 2C
Slc17a2	solute carrier family 17 (sodium phosphate), member 2
 member 2	NA
Olfr965	NA
BC049715	cDNA sequence BC049715
Gm14040	predicted gene 14040
A830018L16Rik	RIKEN cDNA A830018L16 gene
Nudt9	nudix hydrolase 9
Gm25445	NA
1700112E06Rik	NA
Krtap6-2	keratin associated protein 6-2
Nmral1	NmrA-like family domain containing 1
4930509G22Rik	RIKEN cDNA 4930509G22 gene
Usp40	ubiquitin specific peptidase 40
Gm15210	NA
Prom1	prominin 1
Lrrc43	leucine rich repeat containing 43
HOTAIR_3	NA
Tas2r109	taste receptor, type 2, member 109
 type 2	NA
Slfn1	schlafen 1
Gm17054	NA
Gfod1	glucose-fructose oxidoreductase domain containing 1
Dph3	diphthamine biosynthesis 3
Gm5483	NA
Olfr1120	NA
Ghdc	GH3 domain containing
Hsf2	heat shock factor 2
Gm13093	predicted gene 13093
Abhd14a	abhydrolase domain containing 14A
Gm7375	predicted pseudogene 7375
Gm5708	SET translocation pseudogene
Tgtp1	T cell specific GTPase 1
Gm11638	NA
Gm13663	NA
Gm14751	NA
RP23-461P14.6	NA
Ptrh2	peptidyl-tRNA hydrolase 2
Gm22828	predicted gene, 22828
 22828	NA
Cldn13	claudin 13
Gm16338	NA
Gm22023	predicted gene, 22023
 22023	NA
Gm12320	predicted gene 12320
Mir467c	microRNA 467c
Pid1	phosphotyrosine interaction domain containing 1
Awat1	acyl-CoA wax alcohol acyltransferase 1
Gm15319	NA
Mbl1	mannose-binding lectin (protein A) 1
Defa17	defensin, alpha, 17
 alpha	NA
Ckap4	cytoskeleton-associated protein 4
Psg21	pregnancy-specific beta-1-glycoprotein 21
Oaz1-ps	ornithine decarboxylase antizyme 1, pseudogene
 pseudogene	NA
Mir5129	microRNA 5129
Gm23953	predicted gene, 23953
 23953	NA
Gm26282	NA
Gm25154	NA
Rmi2	RecQ mediated genome instability 2
Gm13830	predicted gene 13830
Gm14399	predicted gene 14399
Gm24149	predicted gene, 24149
 24149	NA
Csnk1g1	casein kinase 1, gamma 1
 gamma 1	NA
Rbm28	RNA binding motif protein 28
Egln2	egl-9 family hypoxia-inducible factor 2
9430069I07Rik	RIKEN cDNA 9430069I07 gene
2310081O03Rik	RIKEN cDNA 2310081O03 gene
Rrp8	ribosomal RNA processing 8
Gm17072	voltage-dependent anion channel 1 pseudogene
Pcyt2	phosphate cytidylyltransferase 2, ethanolamine
 ethanolamine	NA
Gm22214	NA
Gm9806	predicted gene 9806
Hist1h2ba	NA
Olfr768	NA
Ccdc34	coiled-coil domain containing 34
Cd63	CD63 antigen
Dnajb3	DnaJ heat shock protein family (Hsp40) member B3
Gm15452	CDC28 protein kinase regulatory subunit 2 pseudogene
Gm15346	predicted gene 15346
Gm16471	high mobility group protein B1 pseudogene
Gm20822	predicted gene, 20822
 20822	NA
Mir143hg	NA
Ube2e2	ubiquitin-conjugating enzyme E2E 2
Gm15222	predicted gene 15222
Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
 matrix associated	NA
 subfamily a	NA
Lpcat1	lysophosphatidylcholine acyltransferase 1
Krt2	keratin 2
Tnni2	troponin I, skeletal, fast 2
 skeletal	NA
Mtm1	X-linked myotubular myopathy gene 1
Gm12210	40S ribosomal protein S28 pseudogene
Pigc	phosphatidylinositol glycan anchor biosynthesis, class C
 class C	NA
Gm5697	RNA polymerase II associated protein 3 pseudogene
Rpl15-ps2	ribosomal protein L15, pseudogene 2
 pseudogene 2	NA
Gm14156	ribosomal protein L7A pseudogene
Srcin1	SRC kinase signaling inhibitor 1
Gm23886	NA
Gm16246	predicted gene 16246
Olfr283	NA
Gm13319	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 pseudogene 1
 Drosophila); translocated to	NA
Gm17149	predicted gene 17149
Gm7598	coiled-coil domain containing 94 pseudogene
Apeh	acylpeptide hydrolase
Rccd1	RCC1 domain containing 1
Gm21858	predicted gene, 21858
 21858	NA
Olfr117	NA
Gm6612	predicted gene 6612
Gm19967	predicted gene, 19967
 19967	NA
Gm6341	ribosomal protein L27 pseudogene
Gm12723	predicted gene 12723
Gm13326	glyceraldehyde-3-phosphate dehydrogenase pseudogene
4930430F08Rik	NA
Gm15253	NA
Trav13n-2	T cell receptor alpha variable 13N-2
Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide
 chi polypeptide	NA
Gm26697	predicted gene, 26697
 26697	NA
Gm25230	predicted gene, 25230
 25230	NA
Kcnk13	potassium channel, subfamily K, member 13
 subfamily K	NA
Gm5395	aldo-keto reductase family 1, member B3 pseudogene
 member B3 pseudogene	NA
Ripply3	ripply transcriptional repressor 3
Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
 macropain) 26S subunit	NA
 3	NA
Olfr1397-ps1	NA
Pcolce2	procollagen C-endopeptidase enhancer 2
Dusp16	dual specificity phosphatase 16
Lsm3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
 U6 small nuclear RNA and mRNA degradation associated	NA
Haus8	4HAUS augmin-like complex, subunit 8
 subunit 8	NA
Leap2	liver-expressed antimicrobial peptide 2
Gm14452	polypyrimidine tract binding protein 1 pseudogene
Gm15015	NA
Pigm	phosphatidylinositol glycan anchor biosynthesis, class M
 class M	NA
Gm16166	ribosomal protein L7A pseudogene
Htr5b	5-hydroxytryptamine (serotonin) receptor 5B
Olfr460	NA
Vmn1r-ps70	vomeronasal 1 receptor, pseudogene 70
 pseudogene 70	NA
Gm6047	hematological and neurological expressed 1-like pseudogene 1
Gm14888	NA
Gm14252	NA
Gm15172	aldolase B, fructose-bisphosphate pseudogene
 fructose-bisphosphate pseudogene	NA
Gm22553	NA
